;;Entering passengers;;;;;;;;;Leaving passengers;;;;;;;;
Date;Departure;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde
6-9-2015;9:30-9:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;9:45-9:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:00-10:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:15-10:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:30-10:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:45-10:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:00-11:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:15-11:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:30-11:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:45-11:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:00-12:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:15-12:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:30-12:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:45-12:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:00-13:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:15-13:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:30-13:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:45-13:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:00-14:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:15-14:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:30-14:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:45-14:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:00-15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:15-15:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:30-15:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:45-15:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:00-16:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:15-16:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:30-16:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:45-16:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:00-17:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:15-17:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:30-17:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:45-17:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:00-18:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:30-18:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:45-18:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:15-19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:30-19:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:00-20:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:15-20:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:30-20:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:45-20:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:00-21:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;6:00-6:14;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;4
7-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;6:30-6:44;0;3;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1;6
7-9-2015;6:45-6:59;1;4;0;1;5;7;0;0;0;0;0;0;0;1;0;0;0;17
7-9-2015;7:00-7:14;1;3;0;0;0;3;0;3;0;0;0;0;0;1;0;0;0;9
7-9-2015;7:15-7:29;2;10;3;0;2;13;0;0;0;0;0;0;1;3;0;0;5;21
7-9-2015;7:30-7:44;15;8;0;10;0;8;0;4;0;0;0;0;12;0;0;0;3;30
7-9-2015;7:45-7:59;42;5;2;2;3;10;0;1;0;0;0;0;5;4;2;2;6;46
7-9-2015;8:00-8:14;14;9;0;0;3;10;0;9;0;0;0;0;3;1;1;0;9;31
7-9-2015;8:15-8:29;77;5;2;3;2;14;1;4;0;0;0;32;33;3;0;1;8;31
7-9-2015;8:30-8:44;5;10;5;0;2;7;0;0;0;0;0;0;2;2;3;0;2;20
7-9-2015;8:45-8:59;3;12;5;2;3;4;0;1;0;0;0;0;4;0;2;1;1;22
7-9-2015;9:00-9:14;12;13;3;1;2;6;0;2;0;0;0;1;2;6;2;0;2;26
7-9-2015;9:15-9:29;2;4;1;1;2;4;0;1;0;0;0;0;0;0;0;0;1;14
7-9-2015;9:30-9:44;3;6;0;0;0;0;0;3;0;0;0;0;1;1;2;0;0;8
7-9-2015;9:45-9:59;2;8;2;0;0;4;0;3;0;0;0;0;0;1;1;0;2;15
7-9-2015;10:00-10:14;2;4;2;3;0;4;0;3;0;0;0;0;0;2;1;0;2;13
7-9-2015;10:15-10:29;1;15;26;2;1;8;0;2;0;0;0;0;3;0;3;0;3;46
7-9-2015;10:30-10:44;250;66;53;12;4;18;0;13;0;0;0;31;88;6;4;3;4;280
7-9-2015;10:45-10:59;13;198;34;10;3;5;0;2;0;0;0;3;6;5;6;2;13;230
7-9-2015;11:00-11:14;6;40;17;3;2;6;0;14;0;0;0;0;0;3;0;1;0;84
7-9-2015;11:15-11:29;4;28;33;4;0;7;0;0;0;0;0;0;5;5;0;0;3;63
7-9-2015;11:30-11:44;17;22;11;1;1;7;0;7;0;0;0;8;8;0;0;2;4;44
7-9-2015;11:45-11:59;16;55;40;2;5;24;0;0;0;0;1;0;0;6;1;2;10;122
7-9-2015;12:00-12:14;15;57;45;7;7;14;0;1;0;0;0;2;1;4;4;4;2;129
7-9-2015;12:15-12:29;4;40;114;11;4;6;0;23;0;0;0;0;1;7;5;0;3;186
7-9-2015;12:30-12:44;14;87;72;8;1;15;0;13;0;0;1;3;4;4;2;4;6;186
7-9-2015;12:45-12:59;16;317;40;13;3;6;0;1;0;0;0;1;6;7;6;3;26;347
7-9-2015;13:00-13:14;9;79;89;34;4;23;1;21;0;0;0;0;2;1;3;4;8;242
7-9-2015;13:15-13:29;30;38;54;8;6;16;0;14;0;0;0;0;0;5;1;4;5;151
7-9-2015;13:30-13:44;23;26;14;7;5;7;0;5;0;0;0;2;0;3;0;1;3;78
7-9-2015;13:45-13:59;4;90;20;5;4;18;0;18;0;0;0;0;2;7;0;0;1;149
7-9-2015;14:00-14:14;11;87;115;0;8;9;0;51;0;0;0;4;2;6;4;6;4;255
7-9-2015;14:15-14:29;59;44;46;3;2;12;0;14;0;0;0;2;21;6;2;6;8;135
7-9-2015;14:30-14:44;17;73;92;2;11;22;0;47;0;0;0;1;4;7;3;2;10;237
7-9-2015;14:45-14:59;16;117;55;27;16;44;0;18;0;0;1;1;9;3;0;4;13;262
7-9-2015;15:00-15:14;38;243;194;25;16;26;0;8;0;0;0;0;6;12;15;6;34;477
7-9-2015;15:15-15:29;27;147;168;22;18;20;0;42;0;0;0;1;3;8;3;5;26;398
7-9-2015;15:30-15:44;54;91;113;7;23;9;0;28;0;0;1;0;1;4;10;0;12;297
7-9-2015;15:45-15:59;33;72;42;7;22;19;0;12;0;0;0;0;0;2;3;0;8;194
7-9-2015;16:00-16:14;91;94;65;15;45;5;0;39;0;0;0;3;1;4;2;5;24;315
7-9-2015;16:15-16:29;47;216;140;11;18;15;1;25;0;0;0;1;2;13;6;1;30;420
7-9-2015;16:30-16:44;79;46;97;1;12;32;0;48;0;0;0;2;1;3;4;3;11;291
7-9-2015;16:45-16:59;92;376;90;10;12;13;0;5;0;0;0;3;0;6;11;6;24;548
7-9-2015;17:00-17:14;47;244;202;24;19;34;0;21;0;0;0;3;4;7;8;3;41;525
7-9-2015;17:15-17:29;129;163;223;30;36;15;0;3;0;0;1;0;1;11;5;2;26;553
7-9-2015;17:30-17:44;23;119;70;5;8;6;0;0;0;0;1;0;2;4;4;3;21;196
7-9-2015;17:45-17:59;15;9;51;2;4;5;0;1;0;0;0;0;3;3;2;0;2;77
7-9-2015;18:00-18:14;10;92;58;1;12;5;0;3;0;0;0;1;0;1;1;2;14;162
7-9-2015;18:15-18:29;17;76;42;4;12;8;0;4;0;0;0;3;2;2;3;5;14;134
7-9-2015;18:30-18:44;6;40;23;7;4;6;0;4;0;0;0;0;1;2;1;0;3;83
7-9-2015;18:45-18:59;7;63;79;11;10;9;0;0;0;0;0;0;2;0;3;3;5;166
7-9-2015;19:00-19:14;8;135;0;9;2;0;0;2;0;0;0;0;2;1;3;1;5;144
7-9-2015;19:15-19:29;5;70;1;3;1;6;0;1;0;0;0;0;0;5;3;0;8;71
7-9-2015;19:30-19:44;4;30;42;3;0;0;0;0;0;0;0;0;0;1;3;0;4;71
7-9-2015;19:45-19:59;3;18;34;0;3;9;0;1;0;0;0;0;0;1;1;1;3;62
7-9-2015;20:00-20:14;5;4;25;0;0;0;0;0;0;0;0;0;0;0;1;0;2;31
7-9-2015;20:15-20:29;5;7;11;3;2;11;0;0;0;0;1;0;0;2;1;0;1;34
7-9-2015;20:30-20:44;2;4;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;13
7-9-2015;20:45-20:59;0;4;4;0;0;1;0;0;0;0;0;0;0;0;0;1;1;7
7-9-2015;21:00-21:14;2;9;22;1;1;4;0;0;0;0;0;0;0;1;2;1;0;35
7-9-2015;21:15-21:29;0;3;8;0;10;7;0;6;0;0;0;0;0;1;0;1;1;31
7-9-2015;21:30-21:44;0;0;18;0;0;1;0;0;0;0;0;0;0;0;0;0;2;17
7-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;6:00-6:14;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;4
8-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;6:30-6:44;0;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;5
8-9-2015;6:45-6:59;1;2;0;1;2;7;0;1;0;0;0;0;0;1;0;0;1;12
8-9-2015;7:00-7:14;2;5;0;2;1;1;0;2;0;0;0;0;2;0;0;0;0;11
8-9-2015;7:15-7:29;1;12;3;1;1;7;0;2;0;0;0;0;0;3;0;0;2;22
8-9-2015;7:30-7:44;9;10;2;1;2;3;0;3;0;0;0;0;1;2;1;0;6;20
8-9-2015;7:45-7:59;13;16;2;3;1;24;0;5;0;0;0;0;3;4;4;0;8;45
8-9-2015;8:00-8:14;12;10;4;2;3;10;0;14;0;0;0;0;1;4;1;0;11;38
8-9-2015;8:15-8:29;10;12;2;2;6;3;0;6;0;0;0;0;2;6;1;0;9;23
8-9-2015;8:30-8:44;11;21;7;2;2;9;0;7;0;0;0;0;6;4;8;0;4;37
8-9-2015;8:45-8:59;5;11;10;1;0;6;0;3;0;0;0;0;1;1;1;1;2;30
8-9-2015;9:00-9:14;7;2;1;1;1;4;0;6;0;0;0;0;0;1;0;0;0;21
8-9-2015;9:15-9:29;5;2;2;0;3;5;2;0;0;0;0;0;0;0;1;0;1;17
8-9-2015;9:30-9:44;1;6;2;1;1;1;1;6;0;0;0;0;0;0;0;1;1;17
8-9-2015;9:45-9:59;12;10;26;1;1;6;0;3;0;0;0;0;1;2;1;1;2;52
8-9-2015;10:00-10:14;3;5;5;0;0;2;0;0;0;0;0;0;0;0;0;1;1;13
8-9-2015;10:15-10:29;7;14;37;3;5;3;0;1;0;0;0;0;6;2;4;1;2;55
8-9-2015;10:30-10:44;22;10;20;2;4;8;0;3;0;0;0;0;2;2;2;1;2;60
8-9-2015;10:45-10:59;18;57;15;4;1;3;0;9;0;0;0;0;0;4;1;2;3;97
8-9-2015;11:00-11:14;12;101;41;39;3;13;0;12;0;0;0;3;1;1;2;2;10;202
8-9-2015;11:15-11:29;3;30;20;2;7;18;0;10;0;0;0;0;0;1;1;1;2;85
8-9-2015;11:30-11:44;3;20;21;25;8;9;0;41;0;0;0;0;0;2;0;1;1;123
8-9-2015;11:45-11:59;11;36;22;4;7;10;0;17;0;0;0;1;1;2;0;1;4;98
8-9-2015;12:00-12:14;14;58;21;10;7;7;0;7;0;0;0;1;0;2;1;0;2;118
8-9-2015;12:15-12:29;17;74;86;7;15;30;0;31;0;0;1;2;2;2;4;2;10;237
8-9-2015;12:30-12:44;21;83;50;5;2;6;0;6;0;0;0;0;5;7;1;1;3;156
8-9-2015;12:45-12:59;8;270;78;30;12;15;1;33;0;0;1;4;14;6;6;4;19;393
8-9-2015;13:00-13:14;14;150;71;13;4;13;0;20;0;0;0;0;7;8;3;1;13;253
8-9-2015;13:15-13:29;13;43;73;12;5;25;0;25;0;0;0;3;0;4;3;2;1;183
8-9-2015;13:30-13:44;6;38;117;3;6;22;0;25;0;0;0;2;0;2;1;1;12;199
8-9-2015;13:45-13:59;14;139;83;7;7;11;0;39;0;0;1;0;3;9;8;3;7;269
8-9-2015;14:00-14:14;11;70;70;2;5;21;0;36;0;0;0;0;2;6;6;2;3;196
8-9-2015;14:15-14:29;12;54;105;6;8;19;0;41;0;0;0;2;0;6;7;1;14;215
8-9-2015;14:30-14:44;11;118;89;9;11;6;0;49;0;0;0;1;2;6;1;1;16;266
8-9-2015;14:45-14:59;8;77;36;5;8;2;0;11;0;0;0;0;0;5;1;1;6;134
8-9-2015;15:00-15:14;27;419;27;21;20;10;0;27;0;0;0;1;5;11;2;7;32;493
8-9-2015;15:15-15:29;27;88;233;26;20;12;0;12;0;0;0;0;4;5;3;8;25;373
8-9-2015;15:30-15:44;24;171;113;16;37;43;1;77;0;0;0;1;0;4;8;6;13;450
8-9-2015;15:45-15:59;21;122;93;16;14;10;0;5;0;0;1;0;1;2;3;0;17;257
8-9-2015;16:00-16:14;33;73;55;8;25;10;0;9;0;0;0;0;0;1;6;2;10;194
8-9-2015;16:15-16:29;70;68;94;6;20;13;0;16;0;0;0;1;1;11;4;7;19;244
8-9-2015;16:30-16:44;60;95;117;12;12;18;0;22;0;0;1;2;1;4;3;5;16;304
8-9-2015;16:45-16:59;86;196;160;5;19;10;1;1;0;0;0;0;4;11;5;7;25;426
8-9-2015;17:00-17:14;85;283;16;5;16;8;0;5;0;0;0;1;0;1;4;5;3;404
8-9-2015;17:15-17:29;80;248;225;31;45;18;0;1;0;0;0;4;6;7;8;2;35;586
8-9-2015;17:30-17:44;82;41;52;2;20;12;0;8;0;0;1;0;0;1;4;1;7;203
8-9-2015;17:45-17:59;6;52;28;0;4;9;0;4;0;0;0;0;0;0;2;1;5;95
8-9-2015;18:00-18:14;11;44;38;3;7;7;0;2;0;0;0;0;0;5;5;0;9;93
8-9-2015;18:15-18:29;30;90;56;3;4;13;0;3;0;0;0;0;14;5;4;3;7;166
8-9-2015;18:30-18:44;6;76;44;2;2;2;0;0;0;0;0;0;1;1;6;2;7;115
8-9-2015;18:45-18:59;13;157;16;1;0;1;0;0;0;0;0;0;2;3;4;6;9;164
8-9-2015;19:00-19:14;3;130;17;1;6;8;0;2;0;0;0;0;0;2;1;0;18;146
8-9-2015;19:15-19:29;4;52;30;3;4;6;0;1;0;0;0;0;1;2;2;3;7;85
8-9-2015;19:30-19:44;6;25;18;0;6;0;0;1;0;0;0;0;1;1;0;2;1;51
8-9-2015;19:45-19:59;1;21;8;1;4;9;0;0;0;0;0;0;0;0;1;2;0;41
8-9-2015;20:00-20:14;0;14;24;1;1;0;0;2;0;0;0;0;0;1;1;2;1;37
8-9-2015;20:15-20:29;4;17;39;0;1;8;0;0;0;0;0;0;0;2;0;0;3;64
8-9-2015;20:30-20:44;0;33;15;0;0;0;0;0;0;0;0;0;0;0;2;4;2;40
8-9-2015;20:45-20:59;4;12;8;4;3;5;0;3;0;0;0;0;0;0;2;0;2;35
8-9-2015;21:00-21:14;2;7;16;0;1;0;0;0;0;0;0;0;0;2;0;0;1;23
8-9-2015;21:15-21:29;2;10;4;1;3;6;0;0;0;0;0;0;0;0;0;1;0;25
8-9-2015;21:30-21:44;0;8;9;0;0;6;0;0;0;0;0;0;0;0;1;0;0;22
8-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;6:00-6:14;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;5
9-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;6:30-6:44;1;2;0;0;1;2;0;1;0;0;0;0;0;0;0;0;1;6
9-9-2015;6:45-6:59;2;4;0;1;3;4;0;0;0;0;0;0;0;1;0;0;0;13
9-9-2015;7:00-7:14;1;4;1;3;0;0;0;1;0;0;0;0;0;1;0;0;0;9
9-9-2015;7:15-7:29;2;6;3;0;4;12;0;2;0;0;0;0;0;2;0;0;3;24
9-9-2015;7:30-7:44;2;13;1;2;2;17;0;5;0;0;0;0;0;1;0;0;6;35
9-9-2015;7:45-7:59;21;22;5;2;7;13;0;5;0;0;0;0;4;5;2;2;16;46
9-9-2015;8:00-8:14;0;4;0;2;4;8;0;2;0;0;0;0;0;0;1;0;2;17
9-9-2015;8:15-8:29;10;16;2;0;1;8;0;1;0;0;0;0;4;7;1;1;4;21
9-9-2015;8:30-8:44;3;5;5;0;1;4;1;2;0;0;0;0;3;1;2;1;2;12
9-9-2015;8:45-8:59;4;7;3;0;1;8;0;5;0;0;0;1;0;2;2;1;2;20
9-9-2015;9:00-9:14;9;5;2;2;1;2;0;1;0;0;0;0;1;2;1;0;3;15
9-9-2015;9:15-9:29;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
9-9-2015;9:30-9:44;17;7;4;2;1;3;0;7;0;0;1;0;1;2;2;0;1;34
9-9-2015;9:45-9:59;4;16;1;1;1;7;0;2;0;0;0;1;0;0;1;0;4;26
9-9-2015;10:00-10:14;4;10;1;1;1;10;0;3;0;0;0;0;1;0;2;0;0;27
9-9-2015;10:15-10:29;8;11;23;2;3;5;0;0;0;0;0;0;1;2;2;3;2;42
9-9-2015;10:30-10:44;5;76;51;0;10;12;0;3;0;0;0;1;3;4;8;1;5;135
9-9-2015;10:45-10:59;10;103;58;45;8;4;0;0;0;0;0;0;0;1;4;1;11;211
9-9-2015;11:00-11:14;49;35;25;16;4;10;0;13;0;0;0;1;1;3;3;0;6;138
9-9-2015;11:15-11:29;8;24;29;3;2;12;0;9;0;0;0;0;0;1;2;0;4;80
9-9-2015;11:30-11:44;4;42;37;2;4;5;0;9;0;0;0;0;0;2;0;0;5;96
9-9-2015;11:45-11:59;4;87;33;3;7;15;1;18;0;0;0;1;0;5;1;1;8;152
9-9-2015;12:00-12:14;19;109;34;4;7;10;0;12;0;0;0;0;1;0;4;4;5;181
9-9-2015;12:15-12:29;17;65;75;4;11;22;0;28;0;0;0;0;3;2;2;2;9;204
9-9-2015;12:30-12:44;16;36;63;8;1;8;0;33;0;0;0;0;0;3;1;6;4;151
9-9-2015;12:45-12:59;18;282;88;18;6;6;0;2;0;0;0;0;2;5;5;5;15;388
9-9-2015;13:00-13:14;6;93;83;44;10;11;0;13;0;0;0;0;0;6;4;4;3;243
9-9-2015;13:15-13:29;2;61;93;3;5;11;0;5;0;0;0;0;1;6;5;2;7;159
9-9-2015;13:30-13:44;5;39;50;1;2;15;0;13;0;0;0;3;3;2;2;0;3;112
9-9-2015;13:45-13:59;4;77;70;3;9;6;0;8;0;0;1;0;1;3;3;2;8;159
9-9-2015;14:00-14:14;33;109;45;4;14;6;0;33;0;0;0;0;2;5;5;5;5;222
9-9-2015;14:15-14:29;11;51;68;10;4;12;0;9;0;0;1;3;0;5;2;1;4;149
9-9-2015;14:30-14:44;19;122;104;5;9;18;0;41;0;0;2;0;3;11;1;1;17;283
9-9-2015;14:45-14:59;12;328;105;2;3;3;0;15;0;0;0;3;2;11;6;3;20;423
9-9-2015;15:00-15:14;26;217;96;44;26;18;1;2;0;0;0;1;2;3;1;4;27;392
9-9-2015;15:15-15:29;18;103;77;27;23;8;1;23;0;0;0;1;1;6;2;2;8;260
9-9-2015;15:30-15:44;67;117;87;8;30;21;0;62;0;0;0;0;4;1;7;1;8;371
9-9-2015;15:45-15:59;14;130;86;2;13;5;0;9;0;0;0;1;1;6;2;1;8;240
9-9-2015;16:00-16:14;11;77;70;12;21;5;0;53;0;0;2;2;1;3;4;1;8;228
9-9-2015;16:15-16:29;66;195;182;14;18;20;0;30;0;0;0;0;4;8;6;7;38;462
9-9-2015;16:30-16:44;101;60;130;6;15;20;0;34;0;0;0;0;1;6;5;3;14;337
9-9-2015;16:45-16:59;48;264;129;17;27;7;0;4;0;0;1;0;1;5;3;3;28;455
9-9-2015;17:00-17:14;44;135;46;6;6;3;1;0;0;0;0;0;1;1;6;3;14;216
9-9-2015;17:15-17:29;55;224;147;24;31;16;0;8;0;0;0;1;7;8;13;2;28;446
9-9-2015;17:30-17:44;13;41;36;2;2;4;0;3;0;0;1;0;0;6;1;1;4;88
9-9-2015;17:45-17:59;16;61;40;6;15;24;1;1;0;0;0;0;0;0;1;2;12;149
9-9-2015;18:00-18:14;15;33;12;2;8;12;0;2;0;0;0;0;1;1;1;0;11;70
9-9-2015;18:15-18:29;13;54;43;6;12;18;0;4;0;0;0;0;0;1;1;1;4;143
9-9-2015;18:30-18:44;8;21;48;2;0;0;0;0;0;0;0;0;0;0;1;1;3;74
9-9-2015;18:45-18:59;13;47;66;3;7;13;0;2;0;0;0;0;2;5;4;1;14;125
9-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;19:15-19:29;5;10;19;1;1;6;0;1;0;0;0;0;0;1;1;1;0;40
9-9-2015;19:30-19:44;3;14;25;0;2;7;0;2;0;0;0;0;1;1;5;0;2;44
9-9-2015;19:45-19:59;4;16;14;0;3;8;0;0;0;0;0;0;0;0;2;1;2;40
9-9-2015;20:00-20:14;7;12;36;2;5;3;0;0;0;0;0;0;0;0;1;1;7;56
9-9-2015;20:15-20:29;4;11;19;1;6;6;0;0;0;0;0;0;0;0;5;0;3;39
9-9-2015;20:30-20:44;8;4;28;1;2;3;0;7;0;0;0;0;0;0;3;1;5;44
9-9-2015;20:45-20:59;5;12;14;3;2;6;0;0;0;0;0;0;0;1;0;1;2;38
9-9-2015;21:00-21:14;3;16;8;2;2;7;0;1;0;0;0;0;0;1;0;0;6;32
9-9-2015;21:15-21:29;2;6;28;0;3;7;0;2;0;0;0;0;0;0;0;1;0;47
9-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;6:00-6:14;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3
10-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;6:30-6:44;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;5
10-9-2015;6:45-6:59;1;3;0;1;3;6;0;0;0;0;0;0;0;1;0;0;0;13
10-9-2015;7:00-7:14;1;2;0;0;1;1;1;2;0;0;0;0;1;0;0;0;0;7
10-9-2015;7:15-7:29;0;13;1;1;0;3;1;1;0;0;0;0;0;2;2;0;0;16
10-9-2015;7:30-7:44;7;14;1;1;3;18;0;9;0;0;0;0;1;4;1;0;1;46
10-9-2015;7:45-7:59;23;21;3;1;6;10;0;4;0;0;0;0;3;3;2;1;18;41
10-9-2015;8:00-8:14;12;14;6;0;3;8;0;3;0;0;0;0;3;3;1;0;10;29
10-9-2015;8:15-8:29;5;7;2;3;1;9;0;9;0;0;0;0;3;2;2;4;2;23
10-9-2015;8:30-8:44;6;14;0;1;2;8;0;3;0;0;0;0;5;0;4;0;3;22
10-9-2015;8:45-8:59;4;2;0;2;3;12;0;0;0;0;0;0;0;0;0;1;3;19
10-9-2015;9:00-9:14;4;9;1;1;3;2;0;1;0;0;0;0;2;1;0;0;1;17
10-9-2015;9:15-9:29;7;5;5;1;0;4;0;5;0;0;0;0;2;2;0;0;1;22
10-9-2015;9:30-9:44;2;8;1;0;1;9;0;2;0;0;0;0;0;0;0;0;0;23
10-9-2015;9:45-9:59;4;11;16;2;1;6;0;8;0;0;0;0;1;1;0;1;1;44
10-9-2015;10:00-10:14;7;19;17;2;2;7;0;2;0;0;0;0;2;4;2;0;1;47
10-9-2015;10:15-10:29;1;2;3;0;1;4;0;5;0;0;0;1;0;0;0;1;1;13
10-9-2015;10:30-10:44;24;37;32;10;4;6;0;2;0;0;0;0;8;4;4;4;1;94
10-9-2015;10:45-10:59;10;118;19;20;0;2;0;0;0;0;0;0;2;0;3;2;9;153
10-9-2015;11:00-11:14;8;51;31;42;7;3;0;0;0;0;0;0;4;4;1;2;9;122
10-9-2015;11:15-11:29;8;40;19;14;4;10;0;7;0;0;0;3;0;2;0;3;4;90
10-9-2015;11:30-11:44;12;27;24;5;8;7;0;10;0;0;0;0;0;1;1;2;4;85
10-9-2015;11:45-11:59;10;47;40;4;6;12;0;4;0;0;0;0;0;1;2;1;8;111
10-9-2015;12:00-12:14;30;62;32;8;9;7;0;7;0;0;1;0;4;4;1;1;6;138
10-9-2015;12:15-12:29;23;68;98;2;7;34;0;2;0;0;0;0;3;7;2;1;9;212
10-9-2015;12:30-12:44;22;116;102;12;4;9;1;11;0;0;0;2;6;3;4;7;12;243
10-9-2015;12:45-12:59;26;223;82;47;11;10;0;16;0;0;0;1;4;12;10;5;30;353
