;;Entering passengers;;;;;;;;;Leaving passengers;;;;;;;;
Date;Departure;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde
9-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;6:00-6:14;4;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;4
10-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;6:30-6:44;79;1;2;1;1;0;0;0;0;0;1;1;11;16;6;5;14;30
10-9-2015;6:45-6:59;41;0;0;1;1;0;0;0;0;0;0;0;8;11;5;3;3;13
10-9-2015;7:00-7:14;102;3;0;2;2;2;0;0;0;0;3;1;24;19;5;11;21;27
10-9-2015;7:15-7:29;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2
10-9-2015;7:30-7:44;328;8;2;9;4;2;1;0;0;0;5;1;19;41;8;65;146;69
10-9-2015;7:45-7:59;125;3;0;2;0;1;0;0;0;0;10;3;7;11;3;39;37;21
10-9-2015;8:00-8:14;733;8;11;11;11;2;1;0;0;0;75;5;23;50;43;307;235;39
10-9-2015;8:15-8:29;647;7;4;2;10;1;1;0;0;0;215;4;18;22;29;151;205;28
10-9-2015;8:30-8:44;1108;19;5;2;5;1;3;0;0;0;51;4;12;23;65;280;310;398
10-9-2015;8:45-8:59;376;6;3;15;9;1;2;2;0;0;30;3;13;12;18;93;72;173
10-9-2015;9:00-9:14;613;5;2;1;9;0;0;0;0;0;60;7;45;52;20;204;206;36
10-9-2015;9:15-9:29;231;4;3;2;4;1;0;0;0;0;20;3;13;8;6;47;64;84
10-9-2015;9:30-9:44;118;1;1;8;1;0;0;1;0;0;7;2;2;5;1;55;51;7
10-9-2015;9:45-9:59;185;5;2;1;1;3;1;0;0;0;25;2;5;8;7;103;46;2
10-9-2015;10:00-10:14;431;8;0;7;0;1;0;0;0;0;25;5;9;5;16;228;140;19
10-9-2015;10:15-10:29;73;0;1;0;0;0;0;0;0;0;2;3;0;4;5;21;33;6
10-9-2015;10:30-10:44;476;7;3;4;20;3;0;1;0;0;12;2;6;6;29;195;247;17
10-9-2015;10:45-10:59;265;6;7;4;3;4;0;0;0;0;26;3;8;7;12;90;109;34
10-9-2015;11:00-11:14;99;0;1;0;6;3;1;1;0;0;14;1;2;7;2;47;32;6
10-9-2015;11:15-11:29;182;9;1;2;4;2;0;0;0;0;29;2;13;6;12;68;67;3
10-9-2015;11:30-11:44;131;2;0;1;4;0;0;0;0;0;12;5;4;2;4;68;40;3
10-9-2015;11:45-11:59;105;3;0;1;3;0;0;0;0;0;13;1;5;2;2;66;20;3
10-9-2015;12:00-12:14;113;4;1;0;2;1;0;0;0;0;3;1;10;3;4;57;40;3
10-9-2015;12:15-12:29;357;9;1;0;9;1;0;0;0;0;16;6;14;8;18;133;163;19
10-9-2015;12:30-12:44;407;8;6;5;5;2;0;0;0;0;23;6;16;13;24;136;194;21
10-9-2015;12:45-12:59;138;4;0;2;3;12;1;0;0;0;11;0;11;5;3;69;51;10
10-9-2015;13:00-13:14;76;1;3;6;7;7;0;0;0;0;0;2;6;7;2;36;40;7
10-9-2015;13:15-13:29;112;5;2;0;0;1;1;0;0;0;7;2;11;14;0;40;38;9
10-9-2015;13:30-13:44;64;3;0;0;2;0;0;0;0;0;3;1;12;4;7;25;13;4
10-9-2015;13:45-13:59;50;4;0;2;1;1;1;1;0;0;12;2;6;2;1;12;17;8
10-9-2015;14:00-14:14;91;8;2;4;4;2;0;0;0;0;8;0;14;3;10;33;31;12
10-9-2015;14:15-14:29;120;5;1;1;2;0;0;0;0;0;3;1;7;1;11;24;77;5
10-9-2015;14:30-14:44;104;4;2;2;9;0;0;0;0;0;9;3;3;7;16;15;60;8
10-9-2015;14:45-14:59;67;5;0;0;4;0;1;0;0;0;11;1;10;4;4;20;20;7
10-9-2015;15:00-15:14;121;1;5;2;5;6;0;1;0;0;11;4;19;3;3;12;47;42
10-9-2015;15:15-15:29;48;0;1;1;1;1;0;0;0;0;3;3;8;3;2;16;15;2
10-9-2015;15:30-15:44;21;2;0;2;0;0;0;0;0;0;5;2;3;1;0;2;3;9
10-9-2015;15:45-15:59;66;3;2;2;5;4;6;1;0;0;4;7;18;5;3;16;24;12
10-9-2015;16:00-16:14;18;8;2;1;4;1;0;0;0;0;1;2;6;2;1;4;10;8
10-9-2015;16:15-16:29;54;5;2;2;2;4;0;0;0;0;2;9;19;1;6;7;11;14
10-9-2015;16:30-16:44;62;1;1;0;2;0;0;0;0;0;1;7;11;5;4;18;12;8
10-9-2015;16:45-16:59;0;1;1;1;6;0;5;0;0;0;0;0;0;1;0;2;3;8
10-9-2015;17:00-17:14;82;3;2;1;4;0;2;0;0;0;4;6;20;7;12;21;17;7
10-9-2015;17:15-17:29;109;3;0;1;0;1;0;0;0;0;8;14;14;16;5;28;24;5
10-9-2015;17:30-17:44;9;0;1;0;0;0;0;0;0;0;1;0;1;0;0;2;6;0
10-9-2015;17:45-17:59;25;0;0;0;4;1;0;0;0;0;0;3;5;4;1;6;8;3
10-9-2015;18:00-18:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;18:15-18:29;6;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;4;0
10-9-2015;18:30-18:44;41;4;2;0;3;1;0;0;0;0;4;6;8;1;5;9;15;3
10-9-2015;18:45-18:59;13;1;0;0;0;0;0;0;0;0;4;2;2;2;1;1;1;1
10-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;19:15-19:29;32;0;0;1;0;0;0;0;0;0;3;3;8;12;0;1;5;1
10-9-2015;19:30-19:44;9;0;0;0;0;0;0;0;0;0;1;3;2;0;0;2;1;0
10-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;20:00-20:14;40;1;1;2;2;0;0;0;0;0;8;8;14;1;0;0;15;0
10-9-2015;20:15-20:29;7;0;0;2;0;0;0;0;0;0;0;1;2;1;0;0;5;0
10-9-2015;20:30-20:44;13;0;0;1;1;0;0;0;0;0;0;2;4;2;2;0;5;0
10-9-2015;20:45-20:59;12;0;0;0;0;0;0;0;0;0;0;1;6;0;1;0;4;0
10-9-2015;21:00-21:14;14;0;0;0;0;0;0;0;0;0;5;1;2;4;0;0;2;0
10-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11-9-2015;6:00-6:14;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4
11-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11-9-2015;6:30-6:44;33;1;2;0;0;1;0;0;0;0;1;0;1;5;0;1;8;21
11-9-2015;6:45-6:59;52;4;0;3;1;1;0;0;0;0;3;0;8;10;0;4;12;24
11-9-2015;7:00-7:14;58;1;0;1;1;0;0;0;0;0;2;4;4;8;1;5;20;17
11-9-2015;7:15-7:29;62;3;1;2;0;1;0;0;0;0;1;1;4;3;2;5;26;27
11-9-2015;7:30-7:44;389;8;0;2;2;0;0;0;0;0;18;1;15;19;8;140;120;80
11-9-2015;7:45-7:59;155;0;1;0;1;2;0;0;0;0;45;1;5;6;3;68;20;11
11-9-2015;8:00-8:14;684;5;5;3;2;3;0;0;0;0;96;8;10;20;18;217;187;146
11-9-2015;8:15-8:29;656;13;6;3;11;2;0;1;0;0;75;2;9;8;30;118;185;265
11-9-2015;8:30-8:44;953;15;2;14;10;0;4;0;0;0;100;2;16;29;39;250;326;236
11-9-2015;8:45-8:59;445;5;3;3;3;0;0;0;0;0;50;3;44;10;9;123;129;91
11-9-2015;9:00-9:14;285;2;3;0;2;0;0;0;0;0;36;2;16;11;4;79;66;78
11-9-2015;9:15-9:29;228;2;0;5;0;0;0;0;0;0;25;6;17;9;5;84;78;11
11-9-2015;9:30-9:44;33;1;0;0;0;1;0;0;0;0;11;0;0;0;0;0;6;18
11-9-2015;9:45-9:59;183;7;3;6;5;1;0;0;0;0;10;1;9;5;11;42;56;71
11-9-2015;10:00-10:14;201;3;3;4;0;0;0;0;0;0;8;2;3;1;6;70;48;73
11-9-2015;10:15-10:29;240;4;0;3;2;1;0;0;0;0;9;0;10;2;17;65;137;10
11-9-2015;10:30-10:44;553;13;13;13;14;3;3;0;0;0;17;7;17;7;39;169;339;17
11-9-2015;10:45-10:59;204;3;1;4;4;8;0;0;0;0;28;4;19;2;8;83;70;10
11-9-2015;11:00-11:14;31;1;0;5;3;1;0;0;0;0;4;3;2;0;1;17;10;4
11-9-2015;11:15-11:29;38;3;1;4;1;0;0;0;0;0;16;2;8;1;0;3;16;1
11-9-2015;11:30-11:44;89;3;0;0;1;2;0;0;0;0;11;0;7;3;0;25;42;7
11-9-2015;11:45-11:59;52;3;2;2;4;0;0;0;0;0;6;0;7;4;4;22;11;9
11-9-2015;12:00-12:14;152;5;1;13;6;3;0;0;0;0;11;2;12;68;3;43;34;7
11-9-2015;12:15-12:29;58;3;1;3;0;0;0;0;0;0;7;3;11;3;5;13;19;4
11-9-2015;12:30-12:44;125;5;6;7;18;10;6;0;0;0;9;6;14;3;11;64;55;15
11-9-2015;12:45-12:59;145;4;4;5;5;8;0;0;0;0;10;10;13;6;8;54;62;8
11-9-2015;13:00-13:14;79;0;6;4;0;0;1;0;0;0;6;2;12;1;5;22;38;4
11-9-2015;13:15-13:29;29;0;0;1;0;0;0;0;0;0;1;0;2;0;3;12;11;1
11-9-2015;13:30-13:44;53;0;1;5;5;1;0;1;0;0;1;2;4;2;5;19;29;4
11-9-2015;13:45-13:59;90;2;0;2;2;0;0;0;0;0;4;2;3;8;5;26;40;8
11-9-2015;14:00-14:14;34;3;3;1;2;1;1;1;0;0;0;0;5;3;4;10;22;2
11-9-2015;14:15-14:29;113;4;0;2;4;2;0;1;0;0;16;6;6;3;20;22;40;13
11-9-2015;14:30-14:44;54;4;2;2;1;0;0;0;0;0;1;1;4;8;9;14;20;6
11-9-2015;14:45-14:59;14;5;0;1;5;2;0;1;0;0;0;0;1;2;8;1;12;4
11-9-2015;15:00-15:14;75;5;3;3;5;1;0;0;0;0;6;6;9;2;10;11;33;15
11-9-2015;15:15-15:29;44;5;0;2;0;0;0;0;0;0;1;3;7;2;2;8;10;18
11-9-2015;15:30-15:44;25;1;1;3;1;0;0;0;0;0;2;2;0;1;0;0;12;14
11-9-2015;15:45-15:59;98;7;1;3;3;2;0;0;0;0;6;8;13;5;6;17;37;22
11-9-2015;16:00-16:14;15;1;1;2;3;1;0;0;0;0;1;0;3;2;2;5;3;7
11-9-2015;16:15-16:29;52;6;0;4;1;1;1;0;0;0;4;4;5;7;6;4;17;18
11-9-2015;16:30-16:44;21;1;2;0;2;0;0;0;0;0;2;2;2;3;0;3;5;9
11-9-2015;16:45-16:59;13;3;1;4;1;2;0;0;0;0;2;1;7;2;0;4;5;3
11-9-2015;17:00-17:14;33;1;1;2;7;6;0;0;0;0;6;2;5;5;2;10;16;4
11-9-2015;17:15-17:29;16;0;1;1;2;1;0;0;0;0;5;1;1;2;1;3;7;1
11-9-2015;17:30-17:44;22;3;1;2;2;0;0;0;0;0;5;4;3;1;3;2;11;1
11-9-2015;17:45-17:59;33;2;0;0;3;0;0;0;0;0;3;10;6;1;1;4;8;5
11-9-2015;18:00-18:14;10;0;0;1;0;0;0;0;0;0;2;0;2;1;1;1;3;1
11-9-2015;18:15-18:29;38;1;0;2;2;0;0;0;0;0;5;6;12;2;2;5;9;2
11-9-2015;18:30-18:44;23;0;0;1;2;0;0;0;0;0;4;5;1;6;3;2;5;0
11-9-2015;18:45-18:59;20;1;0;0;0;0;0;0;0;0;3;6;4;4;1;0;3;0
11-9-2015;19:00-19:14;31;0;0;0;0;0;0;0;0;0;0;9;5;3;1;0;12;1
11-9-2015;19:15-19:29;8;1;0;0;0;0;0;0;0;0;1;0;4;2;0;0;2;0
11-9-2015;19:30-19:44;15;2;0;0;0;0;0;0;0;0;2;5;4;0;2;1;3;0
11-9-2015;19:45-19:59;16;0;0;0;0;0;0;0;0;0;5;4;2;1;1;0;3;0
11-9-2015;20:00-20:14;8;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;1;0
11-9-2015;20:15-20:29;8;0;2;0;0;0;0;0;0;0;0;1;4;1;0;1;3;0
11-9-2015;20:30-20:44;7;0;1;0;1;0;0;0;0;0;2;0;3;1;1;0;1;1
11-9-2015;20:45-20:59;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0
11-9-2015;21:00-21:14;13;0;1;0;0;0;1;0;0;0;1;2;3;4;1;0;4;0
11-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;6:00-6:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;6:30-6:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;6:45-6:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;7:00-7:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;7:15-7:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;7:30-7:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;7:45-7:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;8:00-8:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;8:15-8:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;8:30-8:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;8:45-8:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;9:00-9:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;9:15-9:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;9:30-9:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;9:45-9:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;10:00-10:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;10:15-10:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;10:30-10:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;10:45-10:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;11:00-11:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;11:15-11:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;11:30-11:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;11:45-11:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;12:00-12:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;12:15-12:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;12:30-12:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;12:45-12:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;13:00-13:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;13:15-13:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;13:30-13:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;13:45-13:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;14:00-14:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;14:15-14:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;14:30-14:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;14:45-14:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;15:00-15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;15:15-15:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;15:30-15:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;15:45-15:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;16:00-16:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;16:15-16:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;16:30-16:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;16:45-16:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;17:00-17:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;17:15-17:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;17:30-17:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;17:45-17:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;18:00-18:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;18:30-18:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;18:45-18:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;19:15-19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;19:30-19:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;20:00-20:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;20:15-20:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;20:30-20:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;20:45-20:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;21:00-21:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;6:00-6:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;6:30-6:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;6:45-6:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;7:00-7:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;7:15-7:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;7:30-7:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;7:45-7:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;8:00-8:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;8:15-8:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;8:30-8:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;8:45-8:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;9:00-9:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;9:15-9:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;9:30-9:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;9:45-9:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;10:00-10:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;10:15-10:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;10:30-10:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;10:45-10:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;11:00-11:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;11:15-11:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;11:30-11:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;11:45-11:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;12:00-12:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;12:15-12:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;12:30-12:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;12:45-12:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;13:00-13:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;13:15-13:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;13:30-13:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;13:45-13:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;14:00-14:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;14:15-14:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;14:30-14:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;14:45-14:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;15:00-15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;15:15-15:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;15:30-15:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;15:45-15:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;16:00-16:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;16:15-16:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;16:30-16:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;16:45-16:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;17:00-17:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;17:15-17:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;17:30-17:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;17:45-17:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;18:00-18:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;18:30-18:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;18:45-18:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;19:15-19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;19:30-19:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;20:00-20:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;20:15-20:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;20:30-20:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;20:45-20:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;21:00-21:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14-9-2015;6:00-6:14;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
14-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14-9-2015;6:30-6:44;92;2;3;0;1;1;0;0;0;0;0;1;9;18;8;7;22;34
14-9-2015;6:45-6:59;48;0;0;0;0;0;0;0;0;0;1;0;14;17;5;4;2;5
14-9-2015;7:00-7:14;95;4;0;1;0;1;0;0;0;0;3;0;19;20;5;5;25;24
14-9-2015;7:15-7:29;77;55;1;2;7;0;0;0;0;0;0;3;9;12;3;18;60;37
14-9-2015;7:30-7:44;166;5;1;3;1;0;0;0;0;0;2;4;11;20;5;33;63;38
14-9-2015;7:45-7:59;182;199;1;3;3;0;0;1;0;0;6;13;14;48;9;55;60;184
14-9-2015;8:00-8:14;749;120;1;9;9;6;0;1;0;0;89;7;30;40;14;249;193;273
14-9-2015;8:15-8:29;821;112;11;10;13;2;0;0;0;0;52;9;9;14;22;299;308;256
14-9-2015;8:30-8:44;1327;20;17;23;12;3;0;1;0;0;155;4;20;26;18;305;429;446
14-9-2015;8:45-8:59;384;9;7;9;4;2;1;0;0;0;50;8;48;24;7;120;146;13
14-9-2015;9:00-9:14;502;6;4;6;2;0;0;0;0;0;52;3;73;22;17;135;105;113
